img_path,labels,prediction_score
SYN-MAD22/Webmorph_aligned/001_03-vs-010_03.jpg,attack,353.06683349609375
SYN-MAD22/Webmorph_aligned/001_03-vs-013_03.jpg,attack,480.4543762207031
SYN-MAD22/Webmorph_aligned/001_03-vs-014_03.jpg,attack,387.358154296875
SYN-MAD22/Webmorph_aligned/001_03-vs-030_03.jpg,attack,416.712158203125
SYN-MAD22/Webmorph_aligned/001_03-vs-032_03.jpg,attack,449.05609130859375
SYN-MAD22/Webmorph_aligned/001_03-vs-087_03.jpg,attack,404.53106689453125
SYN-MAD22/Webmorph_aligned/001_03-vs-090_03.jpg,attack,406.2251892089844
SYN-MAD22/Webmorph_aligned/001_03-vs-107_03.jpg,attack,375.7557373046875
SYN-MAD22/Webmorph_aligned/001_03-vs-113_03.jpg,attack,423.6099853515625
SYN-MAD22/Webmorph_aligned/001_03-vs-122_03.jpg,attack,387.51312255859375
SYN-MAD22/Webmorph_aligned/001_03-vs-127_03.jpg,attack,399.2001037597656
SYN-MAD22/Webmorph_aligned/001_03-vs-129_03.jpg,attack,402.9833984375
SYN-MAD22/Webmorph_aligned/001_03.jpg,bonafide,822.6309814453125
SYN-MAD22/Webmorph_aligned/001_08.jpg,bonafide,734.52099609375
SYN-MAD22/Webmorph_aligned/002_03-vs-011_03.jpg,attack,331.3589782714844
SYN-MAD22/Webmorph_aligned/002_03-vs-020_03.jpg,attack,354.69061279296875
SYN-MAD22/Webmorph_aligned/002_03-vs-027_03.jpg,attack,283.18109130859375
SYN-MAD22/Webmorph_aligned/002_03-vs-032_03.jpg,attack,366.8502502441406
SYN-MAD22/Webmorph_aligned/002_03-vs-039_03.jpg,attack,338.4495544433594
SYN-MAD22/Webmorph_aligned/002_03-vs-081_03.jpg,attack,261.10791015625
SYN-MAD22/Webmorph_aligned/002_03-vs-091_03.jpg,attack,315.79376220703125
SYN-MAD22/Webmorph_aligned/002_03-vs-094_03.jpg,attack,328.1182861328125
SYN-MAD22/Webmorph_aligned/002_03-vs-097_03.jpg,attack,321.677734375
SYN-MAD22/Webmorph_aligned/002_03-vs-100_03.jpg,attack,277.290771484375
SYN-MAD22/Webmorph_aligned/002_03-vs-102_03.jpg,attack,315.09136962890625
SYN-MAD22/Webmorph_aligned/002_03-vs-118_03.jpg,attack,279.3820495605469
SYN-MAD22/Webmorph_aligned/002_03-vs-124_03.jpg,attack,315.97540283203125
SYN-MAD22/Webmorph_aligned/002_03-vs-136_03.jpg,attack,285.1422119140625
SYN-MAD22/Webmorph_aligned/002_03-vs-139_03.jpg,attack,318.06732177734375
SYN-MAD22/Webmorph_aligned/002_03-vs-144_03.jpg,attack,314.3458251953125
SYN-MAD22/Webmorph_aligned/002_03.jpg,bonafide,464.28265380859375
SYN-MAD22/Webmorph_aligned/002_08.jpg,bonafide,518.5191650390625
SYN-MAD22/Webmorph_aligned/003_03-vs-011_03.jpg,attack,387.87554931640625
SYN-MAD22/Webmorph_aligned/003_03-vs-013_03.jpg,attack,411.55029296875
SYN-MAD22/Webmorph_aligned/003_03-vs-014_03.jpg,attack,366.724853515625
SYN-MAD22/Webmorph_aligned/003_03-vs-016_03.jpg,attack,383.28887939453125
SYN-MAD22/Webmorph_aligned/003_03-vs-027_03.jpg,attack,356.908203125
SYN-MAD22/Webmorph_aligned/003_03-vs-039_03.jpg,attack,382.2645263671875
SYN-MAD22/Webmorph_aligned/003_03-vs-081_03.jpg,attack,335.5625915527344
SYN-MAD22/Webmorph_aligned/003_03-vs-102_03.jpg,attack,386.6038818359375
SYN-MAD22/Webmorph_aligned/003_03-vs-124_03.jpg,attack,354.4718933105469
SYN-MAD22/Webmorph_aligned/003_03-vs-136_03.jpg,attack,346.2739562988281
SYN-MAD22/Webmorph_aligned/003_03.jpg,bonafide,750.1768188476562
SYN-MAD22/Webmorph_aligned/003_08.jpg,bonafide,741.215087890625
SYN-MAD22/Webmorph_aligned/004_03-vs-012_03.jpg,attack,311.23968505859375
SYN-MAD22/Webmorph_aligned/004_03-vs-092_03.jpg,attack,312.5406799316406
