img_path,labels,prediction_score
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-010_03.png,attack,289.36114501953125
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-013_03.png,attack,357.0491943359375
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-014_03.png,attack,274.6765441894531
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-030_03.png,attack,354.0444030761719
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-032_03.png,attack,333.93475341796875
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-087_03.png,attack,298.1907958984375
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-090_03.png,attack,312.89501953125
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-107_03.png,attack,254.1116180419922
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-113_03.png,attack,342.2983093261719
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-122_03.png,attack,301.88336181640625
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-127_03.png,attack,320.06268310546875
SYN-MAD22/MIPGAN_II_processed_r30/001_03-vs-129_03.png,attack,390.76751708984375
SYN-MAD22/MIPGAN_II_processed_r30/001_03.jpg,bonafide,566.612060546875
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-010_08.png,attack,302.7118225097656
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-014_08.png,attack,288.05279541015625
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-032_08.png,attack,322.6434631347656
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-039_08.png,attack,292.4267578125
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-087_08.png,attack,267.1518859863281
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-090_08.png,attack,299.3850402832031
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-094_08.png,attack,337.9629821777344
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-107_08.png,attack,244.478271484375
SYN-MAD22/MIPGAN_II_processed_r30/001_08-vs-122_08.png,attack,301.4615783691406
SYN-MAD22/MIPGAN_II_processed_r30/001_08.jpg,bonafide,544.856201171875
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-011_03.png,attack,322.5157470703125
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-020_03.png,attack,337.2981262207031
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-027_03.png,attack,305.14581298828125
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-032_03.png,attack,322.99798583984375
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-039_03.png,attack,309.7376708984375
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-081_03.png,attack,318.1923828125
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-091_03.png,attack,335.63336181640625
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-094_03.png,attack,295.7958068847656
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-097_03.png,attack,302.97113037109375
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-100_03.png,attack,305.6523742675781
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-102_03.png,attack,282.478759765625
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-118_03.png,attack,284.4807434082031
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-124_03.png,attack,355.4761047363281
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-136_03.png,attack,310.91082763671875
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-139_03.png,attack,275.258056640625
SYN-MAD22/MIPGAN_II_processed_r30/002_03-vs-144_03.png,attack,321.8517761230469
SYN-MAD22/MIPGAN_II_processed_r30/002_03.jpg,bonafide,461.7020263671875
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-003_08.png,attack,396.36285400390625
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-011_08.png,attack,330.6963195800781
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-025_08.png,attack,331.1520690917969
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-027_08.png,attack,270.9395751953125
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-030_08.png,attack,344.48358154296875
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-032_08.png,attack,343.7861633300781
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-039_08.png,attack,301.48895263671875
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-081_08.png,attack,252.74267578125
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-090_08.png,attack,326.35479736328125
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-091_08.png,attack,306.1767578125
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-097_08.png,attack,347.11297607421875
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-099_08.png,attack,304.63623046875
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-100_08.png,attack,359.226806640625
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-102_08.png,attack,296.4997253417969
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-118_08.png,attack,305.2671203613281
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-124_08.png,attack,325.89874267578125
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-135_08.png,attack,359.6561584472656
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-136_08.png,attack,322.9160461425781
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-139_08.png,attack,270.4189453125
SYN-MAD22/MIPGAN_II_processed_r30/002_08-vs-144_08.png,attack,295.2976989746094
SYN-MAD22/MIPGAN_II_processed_r30/002_08.jpg,bonafide,498.8599853515625
SYN-MAD22/MIPGAN_II_processed_r30/003_03-vs-011_03.png,attack,305.60308837890625
SYN-MAD22/MIPGAN_II_processed_r30/003_03-vs-013_03.png,attack,388.6018371582031
SYN-MAD22/MIPGAN_II_processed_r30/003_03-vs-014_03.png,attack,317.55059814453125
SYN-MAD22/MIPGAN_II_processed_r30/003_03-vs-016_03.png,attack,311.8808288574219
SYN-MAD22/MIPGAN_II_processed_r30/003_03-vs-027_03.png,attack,310.5111999511719
