img_path,labels,prediction_score
SYN-MAD22/MorDIFF_processed_r30/001_03.jpg,bonafide,566.612060546875
SYN-MAD22/MorDIFF_processed_r30/001_08.jpg,bonafide,544.856201171875
SYN-MAD22/MorDIFF_processed_r30/002_03.jpg,bonafide,461.7020263671875
SYN-MAD22/MorDIFF_processed_r30/002_08.jpg,bonafide,498.8599853515625
SYN-MAD22/MorDIFF_processed_r30/003_03.jpg,bonafide,615.3624877929688
SYN-MAD22/MorDIFF_processed_r30/003_08.jpg,bonafide,611.876220703125
SYN-MAD22/MorDIFF_processed_r30/004_03.jpg,bonafide,441.236572265625
SYN-MAD22/MorDIFF_processed_r30/004_08.jpg,bonafide,516.3623657226562
SYN-MAD22/MorDIFF_processed_r30/005_03.jpg,bonafide,356.79168701171875
SYN-MAD22/MorDIFF_processed_r30/005_08.jpg,bonafide,350.6637878417969
SYN-MAD22/MorDIFF_processed_r30/006_03.jpg,bonafide,318.84344482421875
SYN-MAD22/MorDIFF_processed_r30/006_08.jpg,bonafide,320.97833251953125
SYN-MAD22/MorDIFF_processed_r30/007_03.jpg,bonafide,485.44622802734375
SYN-MAD22/MorDIFF_processed_r30/007_08.jpg,bonafide,439.1893615722656
SYN-MAD22/MorDIFF_processed_r30/008_03.jpg,bonafide,367.3363037109375
SYN-MAD22/MorDIFF_processed_r30/008_08.jpg,bonafide,381.9690856933594
SYN-MAD22/MorDIFF_processed_r30/009_03.jpg,bonafide,417.140380859375
SYN-MAD22/MorDIFF_processed_r30/009_08.jpg,bonafide,476.8673400878906
SYN-MAD22/MorDIFF_processed_r30/010_03.jpg,bonafide,345.41693115234375
SYN-MAD22/MorDIFF_processed_r30/010_08.jpg,bonafide,392.4813537597656
SYN-MAD22/MorDIFF_processed_r30/011_03.jpg,bonafide,337.01409912109375
SYN-MAD22/MorDIFF_processed_r30/011_08.jpg,bonafide,348.68505859375
SYN-MAD22/MorDIFF_processed_r30/012_03.jpg,bonafide,371.2266845703125
SYN-MAD22/MorDIFF_processed_r30/012_08.jpg,bonafide,390.57684326171875
SYN-MAD22/MorDIFF_processed_r30/013_03.jpg,bonafide,464.3175048828125
SYN-MAD22/MorDIFF_processed_r30/013_08.jpg,bonafide,493.68426513671875
SYN-MAD22/MorDIFF_processed_r30/014_03.jpg,bonafide,339.8497314453125
SYN-MAD22/MorDIFF_processed_r30/014_08.jpg,bonafide,332.2290344238281
SYN-MAD22/MorDIFF_processed_r30/016_03.jpg,bonafide,363.44720458984375
