img_path,labels,prediction_score
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-010_03.jpg,attack,289.0847473144531
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-013_03.jpg,attack,312.3804016113281
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-014_03.jpg,attack,286.9815368652344
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-030_03.jpg,attack,313.23956298828125
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-032_03.jpg,attack,312.4029541015625
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-087_03.jpg,attack,295.94476318359375
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-090_03.jpg,attack,276.9222717285156
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-107_03.jpg,attack,251.12100219726562
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-113_03.jpg,attack,307.59246826171875
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-122_03.jpg,attack,296.48614501953125
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-127_03.jpg,attack,283.4333801269531
SYN-MAD22/FaceMorpher_processed_r30/001_03-vs-129_03.jpg,attack,252.03355407714844
SYN-MAD22/FaceMorpher_processed_r30/001_03.jpg,bonafide,566.612060546875
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-010_08.jpg,attack,290.09820556640625
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-014_08.jpg,attack,272.8980712890625
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-032_08.jpg,attack,308.56268310546875
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-039_08.jpg,attack,296.6245422363281
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-087_08.jpg,attack,287.23858642578125
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-090_08.jpg,attack,278.64227294921875
SYN-MAD22/FaceMorpher_processed_r30/001_08-vs-094_08.jpg,attack,266.5474853515625
